id,pedido_id,produto_id,quantidade,preco_unit
1151,379,64,4,273.99
1152,379,75,2,198.47
1153,380,31,2,354.52
1154,380,3,3,11.4
1155,380,18,3,283.6
1156,380,45,1,39.19
1157,381,19,2,154.4
1158,381,29,4,128.82
1159,381,16,1,376.03
1160,382,90,4,369.21
1161,382,90,4,192.13
1162,383,77,1,243.65
1163,384,19,1,81.97
1164,384,2,1,130.07
1165,385,24,4,83.36
1166,385,96,4,374.34
1167,385,93,3,240.39
1168,385,83,3,227.55
1169,385,20,1,150.52
1170,386,23,1,306.05
1171,387,55,2,15.33
1172,387,34,4,281.54
1173,387,55,3,357.58
1174,387,12,2,143.2
1175,387,17,4,489.18
1176,388,29,4,313.33
1177,388,96,4,100.01
1178,389,60,1,410.11
1179,389,83,4,163.46
1180,389,22,4,415.35
1181,389,83,1,403.64
1182,389,14,4,105.42
1183,390,100,1,187.72
1184,391,21,1,127.37
1185,391,77,1,42.01
1186,391,40,1,380.7
1187,392,5,2,322.81
1188,392,73,2,141.89
1189,393,62,1,286.23
1190,393,12,1,33.54
1191,393,46,3,14.15
1192,393,65,3,479.78
1193,393,51,2,164.09
1194,394,13,2,354.3
1195,394,95,3,209.57
1196,394,100,1,256.07
1197,395,49,1,297.72
1198,395,5,4,297.32
1199,396,60,2,84.25
1200,396,12,1,443.75
1201,396,88,2,443.36
1202,397,65,2,496.77
1203,397,17,3,229.27
1204,398,56,3,186.56
1205,398,100,1,446.43
1206,398,79,4,127.16
1207,399,73,1,479.43
1208,399,2,4,57.73
1209,399,40,2,385.5
1210,399,59,1,254.47
1211,399,38,3,93.16
1212,400,47,1,147.26
1213,400,23,3,53.72
1214,401,33,3,493.21
1215,401,18,4,328.64
1216,401,63,1,486.12
1217,401,37,1,188.1
1218,402,88,4,429.93
1219,402,66,2,226.01
1220,402,88,3,193.1
1221,402,34,4,257.91
1222,403,32,1,373.11
1223,404,14,1,85.74
1224,404,73,3,194.15
1225,404,29,4,428.38
1226,404,86,4,438.34
1227,404,60,1,180.98
1228,405,24,4,63.47
1229,405,51,1,459.56
1230,405,43,4,107.74
1231,405,78,1,165.47
1232,405,95,4,114.19
1233,406,5,1,146.4
1234,406,19,2,474.78
1235,406,5,2,166.89
1236,406,47,4,40.58
1237,407,28,4,114.58
1238,407,88,1,476.8
1239,407,82,4,142.23
1240,407,9,2,50.96
1241,408,92,4,50.04
1242,408,68,4,436.93
1243,408,34,2,338.13
1244,409,55,1,55.3
1245,409,39,3,482.05
1246,410,54,2,181.15
1247,410,89,4,242.99
1248,411,89,4,183.8
1249,411,72,4,413.28
1250,412,86,2,48.13
1251,412,94,2,168.63
1252,412,59,3,16.95
1253,412,41,2,254.73
1254,412,87,1,398.09
1255,413,1,3,265.14
1256,413,17,4,472.23
1257,413,75,4,323.07
1258,413,96,1,27.88
1259,414,100,4,351.26
1260,414,28,2,304.46
1261,415,87,2,476.66
1262,415,47,1,191.43
1263,415,40,1,157.95
1264,416,84,1,352.67
1265,416,46,4,212.89
1266,416,55,3,415.81
1267,416,23,3,65.56
1268,416,23,4,219.91
1269,417,49,2,275.95
1270,417,89,3,424.09
1271,417,90,4,320.71
1272,417,14,1,497.73
1273,417,79,1,328.32
1274,418,97,1,253.24
1275,418,65,1,320.43
1276,418,54,1,337.18
1277,418,59,2,119.21
1278,419,61,4,66.11
1279,419,60,1,181.8
1280,419,83,4,454.92
1281,419,48,4,13.73
1282,419,35,2,258.7
1283,420,54,3,420.86
1284,420,54,2,12.04
1285,420,20,1,17.61
1286,421,74,3,174.19
1287,421,51,4,128.5
1288,421,51,2,311.97
1289,422,82,4,73.15
1290,423,41,2,207.53
1291,423,13,2,224.33
1292,423,81,2,257.09
1293,423,81,4,423.09
1294,424,27,2,474.86
1295,424,56,1,55.7
1296,424,76,1,318.16
1297,425,70,1,312.87
1298,425,4,1,290.18
1299,426,100,4,320.89
1300,426,84,3,101.41
1301,427,32,3,104.98
1302,427,85,4,387.49
1303,428,19,3,50.65
1304,429,77,1,64.36
1305,430,34,1,79.5
1306,431,47,1,47.92
1307,431,63,2,201.49
1308,432,81,4,46.05
1309,433,49,2,346.79
1310,434,24,4,406.19
1311,434,23,3,14.97
1312,434,44,1,67.43
1313,435,77,4,497.51
1314,435,95,1,87.61
1315,435,25,3,464.03
1316,436,67,1,272.62
1317,436,47,2,115.99
1318,436,4,1,450.3
1319,436,11,3,77.9
1320,436,62,2,141.12
1321,437,71,1,180.79
1322,437,64,3,238.85
1323,438,33,4,461.95
1324,438,92,2,106.96
1325,438,14,3,481.32
1326,438,27,3,91.17
1327,439,55,4,442.6
1328,439,80,3,409.79
1329,439,55,1,307.57
1330,439,48,2,287.9
1331,440,5,4,91.95
1332,441,38,3,297.57
1333,441,15,3,205.17
1334,441,55,2,406.43
1335,441,10,2,185.29
1336,441,48,2,331.91
1337,442,41,3,69.93
1338,442,28,1,361.23
1339,443,72,3,450.38
1340,443,78,1,198.94
1341,443,14,2,268.36
1342,443,86,3,360.97
1343,444,56,4,344.24
1344,445,7,3,107.09
1345,445,36,4,254.34
1346,445,58,4,68.44
1347,446,31,3,299.67
1348,446,83,1,149.67
1349,447,37,1,456.71
1350,447,52,2,422.41
1351,447,68,1,448.96
1352,447,3,1,175.32
1353,447,54,1,240.25
1354,448,45,3,165.42
1355,448,100,4,49.09
1356,448,7,3,251.97
1357,449,59,3,351.26
1358,449,16,4,425.85
1359,449,14,3,469.47
1360,449,2,1,119.77
1361,450,89,1,496.83
1362,450,12,4,120.91
1363,451,69,3,409.91
1364,451,7,1,467.71
1365,452,39,1,64.29
1366,452,89,1,139.23
1367,452,22,4,142.26
1368,453,41,4,68.75
1369,453,53,2,378.99
1370,454,31,1,265.66
1371,454,36,4,334.02
1372,454,62,3,388.6
1373,454,99,2,54.98
1374,455,32,1,182.97
1375,455,10,2,350.53
1376,455,2,4,39.53
1377,456,25,4,411.07
1378,456,27,4,61.22
1379,457,40,3,382.64
1380,457,65,4,331.09
1381,457,29,1,457.92
1382,457,58,3,198.93
1383,457,25,2,392.21
1384,458,88,3,217.32
1385,459,14,1,82.17
1386,459,59,1,127.88
1387,459,61,2,140.71
1388,460,16,4,182.46
1389,460,28,1,183.67
1390,460,56,2,204.49
1391,460,35,3,36.05
1392,460,84,3,57.93
1393,461,25,4,105.03
1394,461,36,4,96.56
1395,461,14,4,264.12
1396,461,15,1,326.71
1397,462,5,1,36.04
1398,462,69,3,127.0
1399,463,80,3,120.97
1400,464,29,4,202.51
1401,464,22,3,252.63
1402,464,37,2,180.34
1403,464,13,3,369.6
1404,465,89,4,372.15
1405,465,88,2,93.41
1406,466,59,2,101.8
1407,467,55,1,336.36
1408,467,34,3,20.21
1409,468,2,2,342.81
1410,469,75,3,485.08
1411,469,32,1,249.27
1412,469,3,4,63.6
1413,469,68,3,419.33
1414,469,100,2,379.95
1415,470,95,1,159.26
1416,471,45,4,250.42
1417,471,33,3,335.07
1418,471,46,3,234.79
1419,472,100,3,446.77
1420,472,88,4,65.25
1421,472,53,1,82.47
1422,473,4,2,185.03
1423,473,90,2,293.02
1424,474,12,3,111.09
1425,474,49,2,461.12
1426,474,81,1,483.07
1427,474,68,4,493.79
1428,475,45,3,456.06
1429,475,54,3,201.6
1430,476,75,3,103.38
1431,476,16,3,418.74
1432,476,73,4,399.71
1433,477,2,3,63.99
1434,477,19,4,464.34
1435,477,67,4,343.65
1436,478,37,2,158.79
1437,478,2,1,401.89
1438,478,37,4,30.07
1439,479,40,1,36.06
1440,479,85,1,220.86
1441,479,18,1,34.45
1442,479,65,3,440.57
1443,479,92,2,477.31
1444,480,26,2,498.0
1445,480,11,4,296.76
1446,480,61,3,117.24
1447,481,82,2,407.74
1448,481,13,4,217.06
1449,481,77,3,460.9
1450,482,87,2,286.31
1451,482,18,3,404.15
1452,482,54,2,132.51
1453,483,11,2,157.52
1454,483,81,3,287.67
1455,483,49,4,277.46
1456,483,68,4,57.06
1457,483,65,4,350.13
1458,484,60,4,183.55
1459,484,60,4,481.11
1460,484,4,1,457.15
1461,485,79,1,380.37
1462,485,75,3,395.45
1463,485,70,3,72.36
1464,485,51,3,36.23
1465,486,60,4,338.34
1466,486,11,4,421.21
1467,487,84,3,416.65
1468,488,38,3,301.23
1469,489,8,4,348.39
1470,489,87,1,372.83
1471,489,67,1,353.77
1472,489,64,2,285.4
1473,489,87,2,119.54
1474,490,93,3,317.84
1475,490,80,1,404.75
1476,491,20,1,42.9
1477,491,32,1,264.71
1478,492,65,1,242.13
1479,492,16,4,201.45
1480,493,24,4,247.02
1481,493,70,2,422.44
1482,493,88,3,412.63
1483,494,82,1,221.85
1484,494,96,1,100.56
1485,494,95,2,93.68
1486,494,38,2,243.32
1487,495,64,1,479.95
1488,495,51,3,337.17
1489,495,14,4,351.85
1490,496,19,4,408.61
1491,496,16,1,148.88
1492,496,39,4,15.4
1493,496,85,1,326.1
1494,497,46,4,30.89
1495,497,93,2,239.27
1496,497,21,4,145.68
1497,497,65,3,255.31
1498,497,91,2,180.93
1499,498,23,4,261.39
1500,498,93,2,182.41
1501,498,18,3,235.15
1502,498,85,3,394.63
1503,498,9,3,462.5
1504,499,78,4,481.65
1505,499,65,2,292.26
1506,499,42,3,73.42
1507,499,52,3,296.4
1508,500,94,1,24.47
1509,501,14,2,57.3
1510,501,61,4,467.77
1511,502,94,2,490.85
1512,502,23,2,61.66
1513,502,54,4,380.35
1514,503,15,1,309.83
1515,504,48,1,226.35
1516,505,42,1,462.54
1517,505,49,1,352.38
1518,505,74,2,494.55
1519,505,63,2,105.9
1520,505,29,4,342.64
1521,506,68,2,222.69
1522,506,4,2,52.15
1523,507,18,2,26.29
1524,508,73,3,389.45
1525,509,88,1,176.95
1526,509,27,4,103.17
1527,509,46,4,255.42
1528,509,57,2,402.78
1529,509,10,4,316.48
1530,510,67,1,72.32
1531,510,64,3,59.45
1532,510,70,2,35.22
1533,510,38,3,21.05
1534,510,46,3,201.31
1535,511,10,2,484.38
1536,512,79,2,428.07
1537,512,8,3,205.62
1538,512,34,1,295.56
1539,512,54,1,25.81
1540,512,98,3,108.25
1541,513,94,2,110.07
1542,514,10,1,125.45
1543,514,10,1,179.46
1544,514,79,4,303.09
1545,515,35,4,473.83
1546,516,65,1,27.44
1547,517,39,3,221.44
1548,517,8,2,20.51
1549,518,49,2,271.75
1550,519,99,4,35.55
1551,520,55,2,220.56
1552,520,16,2,66.64
1553,520,44,3,182.38
1554,520,31,4,459.85
1555,521,30,1,298.42
1556,521,69,4,376.26
1557,522,2,1,495.56
1558,522,10,2,408.18
1559,522,24,1,72.09
1560,522,45,3,31.42
1561,522,17,2,499.06
1562,523,16,4,244.56
1563,523,70,1,47.43
1564,523,95,2,252.52
1565,523,29,3,449.84
1566,523,47,4,359.44
1567,524,32,3,435.8
1568,524,70,3,166.24
1569,524,53,1,36.46
1570,524,27,4,147.09
1571,524,67,2,422.3
1572,525,27,3,373.54
1573,525,19,1,192.47
1574,526,84,2,352.19
1575,527,5,1,20.43
1576,527,50,3,146.2
1577,527,11,3,415.32
1578,527,79,1,146.76
1579,528,49,4,19.24
1580,528,29,4,227.57
1581,528,85,2,195.87
1582,528,85,4,270.92
1583,529,45,1,275.36
1584,529,97,1,455.93
1585,529,34,3,462.12
1586,530,44,2,381.05
1587,530,94,4,434.21
1588,530,71,1,405.62
1589,530,87,4,476.71
1590,530,69,3,430.67
1591,531,73,4,290.58
1592,531,49,3,89.65
1593,531,31,4,375.36
1594,531,36,2,454.78
1595,532,99,1,499.41
1596,532,51,3,175.39
1597,532,47,1,311.62
1598,533,99,3,393.39
1599,533,73,1,70.91
1600,533,23,3,419.64
1601,534,2,4,18.46
1602,534,46,4,28.13
1603,534,72,4,322.49
1604,534,75,2,210.22
1605,535,71,3,449.55
1606,536,34,1,225.82
1607,536,64,3,137.17
1608,536,23,2,121.44
1609,537,84,1,124.01
1610,537,65,1,100.29
1611,538,92,3,30.56
1612,538,92,2,39.8
1613,538,3,3,487.89
1614,538,6,3,274.82
1615,539,10,2,181.37
1616,539,10,4,65.46
1617,539,74,2,109.98
1618,539,88,3,416.28
1619,539,55,4,44.98
1620,540,78,2,22.1
1621,540,53,3,174.14
1622,540,38,3,240.64
1623,541,6,1,88.55
1624,541,76,3,465.85
1625,541,28,1,62.05
1626,541,100,3,260.29
1627,541,49,3,470.57
1628,542,20,1,331.96
1629,542,84,4,383.68
1630,542,29,1,478.04
1631,542,16,4,274.09
1632,542,85,1,307.48
1633,543,25,4,165.3
1634,543,43,3,456.42
1635,543,47,2,401.51
1636,543,96,2,233.35
1637,543,57,1,349.61
1638,544,72,3,49.05
1639,544,84,1,458.17
1640,544,58,4,306.56
1641,544,17,4,122.58
1642,545,53,2,390.46
1643,545,37,2,306.72
1644,545,11,3,163.78
1645,545,19,4,216.3
1646,545,99,4,319.99
1647,546,2,2,439.44
1648,546,34,2,69.19
1649,547,17,4,374.0
1650,547,4,1,418.59
1651,547,17,2,495.07
1652,547,46,4,453.09
1653,547,72,2,207.14
1654,548,44,3,68.32
1655,548,6,1,497.13
1656,549,53,3,475.46
1657,550,62,4,151.75
1658,550,93,2,369.39
1659,550,1,1,84.61
1660,550,59,3,340.21
1661,551,66,3,224.91
1662,551,13,3,472.94
1663,551,44,2,155.7
1664,551,68,1,286.42
1665,552,50,4,149.78
1666,552,19,3,381.08
1667,552,95,1,408.85
1668,552,36,2,220.96
1669,552,37,3,58.74
1670,553,63,1,151.04
1671,553,22,4,119.58
1672,554,97,3,494.51
1673,554,86,1,463.01
1674,554,27,3,79.09
1675,555,6,2,23.4
1676,555,4,2,13.27
1677,555,74,3,109.54
1678,555,67,4,368.72
1679,555,38,2,417.21
1680,556,56,1,227.76
1681,557,18,3,52.56
1682,557,15,3,368.5
1683,557,96,3,403.78
1684,557,42,2,366.41
1685,558,81,3,145.29
1686,558,41,1,356.34
1687,559,91,4,59.22
1688,560,72,3,103.3
1689,560,81,1,475.1
1690,560,76,1,130.5
1691,560,29,4,437.34
1692,560,20,2,139.99
1693,561,37,2,369.44
1694,561,12,2,107.3
1695,561,9,2,11.57
1696,561,27,4,283.29
1697,562,34,1,214.9
1698,562,31,4,319.2
1699,563,24,4,269.93
1700,563,38,3,421.94
1701,563,81,4,250.21
1702,564,38,3,276.27
1703,564,97,1,117.28
1704,564,58,3,215.6
1705,564,55,3,131.22
1706,565,41,2,237.72
1707,566,91,3,351.51
1708,567,63,4,421.66
1709,567,4,4,346.74
1710,568,53,3,258.67
1711,568,42,1,285.51
1712,568,53,3,340.74
1713,569,34,4,218.35
1714,569,94,1,141.48
1715,569,6,2,176.52
1716,569,29,3,229.34
1717,570,100,2,272.65
1718,570,79,1,474.46
1719,570,70,3,73.32
1720,570,3,1,475.64
1721,570,91,4,54.22
1722,571,71,3,385.75
1723,571,67,1,330.92
1724,571,26,2,187.43
1725,572,30,4,431.26
1726,572,48,3,402.63
1727,573,94,4,115.65
1728,573,5,2,470.61
1729,573,68,1,380.01
1730,574,6,4,397.76
1731,575,30,3,157.72
1732,575,96,2,26.55
1733,576,17,4,331.09
1734,577,65,1,47.5
1735,577,96,4,19.88
1736,577,76,2,56.82
1737,578,40,2,417.42
1738,578,96,3,218.32
1739,578,59,1,158.06
1740,578,84,2,58.84
1741,579,55,4,194.52
1742,579,53,1,118.9
1743,579,90,3,246.84
1744,579,64,2,197.38
1745,579,98,4,476.21
1746,580,74,1,231.61
1747,580,30,1,204.7
1748,580,73,4,191.21
1749,580,43,1,324.98
1750,580,11,2,406.74
1751,581,63,2,111.76
1752,582,52,2,51.11
1753,582,73,4,266.47
1754,582,64,2,38.88
1755,582,95,3,211.81
1756,582,5,3,418.82
1757,583,35,4,437.0
1758,583,63,2,379.97
1759,583,84,4,163.38
1760,584,62,3,236.07
1761,584,55,1,461.4
1762,585,2,4,72.37
1763,586,57,1,91.44
1764,586,55,1,29.14
1765,587,68,2,316.82
1766,587,71,4,78.53
1767,587,38,4,205.71
1768,587,38,1,223.38
1769,588,48,3,311.4
1770,588,67,2,79.34
1771,588,92,2,403.38
1772,589,27,3,241.33
1773,589,93,3,464.27
1774,589,92,2,90.48
1775,590,23,1,165.67
1776,590,1,2,240.54
1777,590,26,3,353.72
1778,590,43,1,273.49
1779,591,77,1,316.24
1780,592,72,1,181.72
1781,592,2,2,179.03
1782,593,55,3,149.25
1783,593,99,3,189.96
1784,594,83,3,284.95
1785,594,20,2,47.96
1786,594,36,1,368.02
1787,594,14,2,138.84
1788,595,99,4,171.78
1789,595,95,3,483.66
1790,596,1,4,112.56
1791,596,12,2,494.65
1792,596,61,2,80.23
1793,596,7,1,168.44
1794,596,57,2,260.74
1795,597,65,4,170.27
1796,597,51,1,127.98
1797,597,91,4,389.22
1798,597,67,4,183.95
1799,598,28,1,442.81
1800,598,36,2,473.29
1801,598,72,2,421.54
1802,599,33,4,350.6
1803,599,56,1,283.37
1804,599,47,3,97.23
1805,599,45,4,387.66
1806,600,25,2,312.32
1807,600,96,4,193.36
1808,600,47,1,105.96
1809,600,40,2,12.75
1810,601,33,1,456.41
1811,601,5,1,307.32
1812,601,51,3,324.42
1813,602,8,3,144.35
1814,603,61,1,432.96
1815,603,61,4,250.25
1816,603,4,1,28.71
1817,603,23,2,355.76
1818,603,16,2,50.58
1819,604,8,4,322.36
1820,605,36,1,430.37
1821,605,95,2,331.0
1822,605,87,1,173.01
1823,606,76,2,453.81
1824,606,86,3,263.01
1825,606,86,4,214.03
1826,607,98,1,104.54
1827,608,11,2,367.19
1828,608,36,2,227.27
1829,608,53,2,347.47
1830,608,1,2,321.3
1831,608,45,3,144.14
1832,609,90,3,238.46
1833,610,12,4,53.2
1834,611,76,1,100.97
1835,611,2,1,385.69
1836,612,93,3,235.57
1837,612,88,2,160.81
1838,613,49,2,162.14
1839,613,18,3,97.22
1840,614,25,3,212.85
1841,614,23,3,442.95
1842,614,57,3,137.08
1843,614,46,3,55.28
1844,614,83,3,180.94
1845,615,88,4,416.46
1846,615,75,2,28.0
1847,615,73,4,86.3
1848,615,56,2,496.94
1849,615,88,3,326.54
1850,616,65,2,177.67
1851,616,99,3,54.47
1852,616,60,2,136.52
1853,617,67,1,461.74
1854,617,60,2,242.85
1855,617,49,3,192.42
1856,618,14,1,167.96
1857,618,2,3,435.97
1858,618,43,2,216.49
1859,618,13,3,327.46
1860,618,40,2,457.44
1861,619,97,4,277.92
1862,619,79,1,225.11
1863,620,61,4,368.17
1864,620,48,2,133.76
1865,620,52,3,246.45
1866,620,30,3,29.66
1867,621,100,1,216.28
1868,621,52,3,477.45
1869,621,22,1,90.37
1870,621,90,3,444.43
1871,621,73,2,476.23
1872,622,7,2,335.07
1873,622,99,1,161.54
1874,623,22,3,234.77
1875,623,19,4,10.41
1876,624,11,2,157.63
1877,624,27,2,125.73
1878,625,20,1,364.83
1879,625,21,3,12.42
1880,625,71,3,58.96
1881,625,61,4,352.4
1882,626,98,4,356.05
1883,626,41,1,199.91
1884,626,42,2,205.94
1885,626,94,3,411.7
1886,627,45,4,271.72
1887,627,76,4,338.24
1888,627,78,1,118.63
1889,627,48,2,386.24
1890,628,1,3,255.71
1891,628,83,4,458.15
1892,628,25,2,77.66
1893,629,12,2,157.95
1894,630,55,4,330.48
1895,630,50,2,149.63
1896,630,54,4,27.07
1897,631,67,2,205.13
1898,631,11,1,237.81
1899,632,52,1,331.38
1900,632,17,1,88.83
1901,632,2,4,346.29
1902,633,7,4,217.0
1903,633,95,3,218.24
1904,633,58,1,305.78
1905,633,92,3,392.69
1906,634,23,3,64.72
1907,634,50,4,270.54
1908,634,44,1,83.69
1909,635,79,3,106.83
1910,635,60,4,223.1
1911,635,63,3,29.52
1912,635,77,4,189.88
1913,635,44,3,133.64
1914,636,23,1,275.95
1915,636,3,3,184.87
1916,636,82,4,169.07
1917,637,5,1,185.05
1918,638,11,4,131.83
1919,638,19,1,71.77
1920,638,36,4,221.24
1921,638,89,3,486.21
1922,638,94,2,460.2
1923,639,42,4,29.91
1924,639,78,3,28.76
1925,639,93,1,197.14
1926,639,82,1,175.51
1927,639,3,3,217.04
1928,640,96,3,363.58
1929,640,56,1,420.06
1930,641,39,2,289.74
1931,642,7,2,350.19
1932,642,28,3,290.93
1933,642,89,4,144.65
1934,642,86,2,145.66
1935,642,24,1,306.27
1936,643,27,3,12.48
1937,643,85,1,393.2
1938,643,60,2,144.64
1939,644,29,3,57.6
1940,644,29,1,357.41
1941,644,94,1,309.58
1942,644,82,4,298.08
1943,644,61,3,275.31
1944,645,41,1,178.05
1945,645,20,3,413.09
1946,645,64,4,428.63
1947,645,22,2,270.8
1948,645,5,4,135.29
1949,646,72,1,319.38
1950,646,96,3,50.72
1951,646,97,3,158.98
1952,646,60,3,231.23
1953,646,75,1,86.39
1954,647,54,3,286.8
1955,647,37,1,378.18
1956,648,49,4,494.94
1957,648,16,2,195.43
1958,648,28,1,203.92
1959,648,23,1,289.67
1960,648,95,2,385.77
1961,649,28,4,182.49
1962,649,36,4,451.22
1963,649,81,3,387.54
1964,649,88,1,335.47
1965,650,52,4,120.3
1966,650,37,4,380.85
1967,650,23,4,86.91
1968,651,43,3,11.64
1969,651,88,4,331.53
1970,651,84,1,197.84
1971,651,53,4,487.38
1972,652,18,1,313.25
1973,652,94,1,303.79
1974,653,32,1,169.26
1975,653,61,2,288.96
1976,653,3,1,476.4
1977,653,25,4,280.51
1978,654,31,4,190.84
1979,654,92,2,241.36
1980,655,9,3,75.0
1981,655,60,1,111.43
1982,656,57,2,345.0
1983,656,60,2,400.41
1984,656,43,1,403.81
1985,656,93,2,129.98
1986,657,88,1,376.82
1987,658,10,4,432.46
1988,658,92,4,479.21
1989,658,78,1,360.74
1990,658,93,1,224.88
1991,659,93,3,407.71
1992,660,66,3,205.72
1993,661,14,4,395.84
1994,661,98,2,425.06
1995,661,47,1,363.78
1996,661,19,4,331.7
1997,662,13,4,112.94
1998,662,10,3,324.6
1999,663,97,4,378.73
2000,663,89,3,177.8
2001,663,58,4,172.02
2002,663,77,3,288.43
2003,664,37,2,82.53
2004,665,73,2,441.28
2005,666,92,3,160.26
2006,666,40,2,288.14
2007,666,87,4,359.41
2008,667,89,2,374.43
2009,667,38,2,81.8
2010,667,30,4,136.08
2011,668,19,2,295.78
2012,669,93,1,137.12
2013,669,22,4,243.72
2014,669,76,3,325.49
2015,669,49,3,266.44
2016,669,68,4,327.7
2017,670,49,2,247.16
2018,670,9,1,337.68
2019,670,27,3,120.16
2020,670,78,2,83.54
2021,671,59,2,184.69
2022,672,68,1,421.59
2023,672,47,2,373.28
2024,672,13,1,205.26
2025,672,35,3,258.63
2026,672,8,1,485.51
2027,673,95,2,129.9
2028,673,84,2,347.95
2029,673,92,2,121.89
2030,673,78,4,96.94
2031,674,25,3,54.77
2032,674,17,1,454.01
2033,674,30,3,39.82
2034,675,69,4,237.49
2035,675,82,1,166.24
2036,676,57,2,244.37
2037,677,70,4,106.72
2038,678,39,2,303.16
2039,678,15,1,295.04
2040,678,25,4,390.92
2041,678,33,4,496.2
2042,678,64,4,304.66
2043,679,66,3,258.57
2044,679,39,3,476.2
2045,680,87,2,177.16
2046,680,15,3,316.7
2047,680,41,2,248.91
2048,681,23,4,252.94
2049,681,87,1,382.61
2050,681,57,3,56.34
2051,681,69,3,322.56
2052,681,14,2,104.86
2053,682,40,2,160.53
2054,682,61,3,385.55
2055,683,27,3,464.5
2056,684,25,2,168.65
2057,684,21,4,395.05
2058,684,67,2,169.58
2059,684,54,4,330.21
2060,684,34,3,122.07
2061,685,40,3,191.69
2062,685,96,3,366.09
2063,685,55,3,230.36
2064,685,1,4,383.72
2065,686,46,1,484.65
2066,686,99,2,487.74
2067,686,91,3,19.55
2068,686,92,2,112.22
2069,687,4,3,417.95
2070,687,49,3,219.47
2071,687,95,3,283.45
2072,688,57,2,312.6
2073,688,32,3,62.35
2074,689,93,3,364.2
2075,689,6,4,476.5
2076,690,78,4,132.42
2077,690,8,4,39.07
2078,690,48,3,145.26
2079,690,15,4,462.57
2080,691,10,2,441.62
2081,691,94,3,488.82
2082,691,20,4,413.91
2083,691,72,3,291.3
2084,692,74,4,130.16
2085,693,38,3,282.77
2086,693,99,1,78.83
2087,693,90,1,436.66
2088,693,47,3,479.03
2089,693,28,4,376.16
2090,694,59,3,239.48
2091,694,87,3,173.18
2092,695,3,3,305.77
2093,695,53,2,68.4
2094,695,63,4,204.19
2095,696,66,1,457.36
2096,697,5,1,287.2
2097,697,63,3,397.17
2098,697,82,3,291.66
2099,698,72,1,287.0
2100,699,12,2,401.31
2101,700,25,4,308.92
2102,700,56,1,385.89
2103,700,95,3,238.2
2104,700,10,2,328.72
2105,700,44,2,327.44
2106,701,52,4,445.8
2107,701,50,3,13.11
2108,701,42,1,14.18
2109,701,29,4,83.74
2110,702,84,3,270.86
2111,702,74,2,387.26
2112,702,92,3,447.69
2113,702,19,2,102.54
2114,702,13,2,161.16
2115,703,70,1,391.94
2116,704,41,1,170.46
2117,704,26,2,332.5
2118,704,35,3,90.01
2119,705,4,2,388.45
2120,705,57,2,440.04
2121,706,96,4,22.46
2122,707,57,4,34.12
2123,707,99,4,107.33
2124,708,23,1,55.5
2125,708,27,1,89.81
2126,708,95,1,470.94
2127,708,41,3,377.34
2128,709,12,2,113.06
2129,709,66,3,244.21
2130,709,3,1,473.0
2131,709,54,1,196.21
2132,710,40,1,183.79
2133,710,84,1,222.73
2134,710,90,3,122.39
2135,710,50,1,328.71
2136,711,36,1,476.14
2137,711,32,3,32.23
2138,711,17,2,286.64
2139,711,61,2,78.71
2140,712,27,1,302.14
2141,713,21,3,312.6
2142,713,67,4,94.49
2143,713,86,2,373.56
2144,714,15,3,440.75
2145,714,27,2,24.69
2146,715,34,4,316.4
2147,715,4,3,23.95
2148,715,61,3,23.96
2149,716,6,2,457.65
2150,717,93,4,383.63
2151,717,2,2,87.5
2152,717,12,3,449.62
2153,717,15,4,494.21
2154,717,54,4,237.57
2155,718,78,4,75.86
2156,718,61,1,162.6
2157,718,85,3,72.82
2158,718,86,3,478.88
2159,718,96,1,244.12
2160,719,66,2,71.66
2161,719,19,2,404.67
2162,719,96,2,333.01
2163,719,37,1,361.46
2164,719,33,1,132.39
2165,720,60,3,171.03
2166,720,17,3,382.35
2167,721,19,4,193.64
2168,721,50,1,376.49
2169,721,24,1,399.16
2170,722,31,2,320.97
2171,723,74,4,168.04
2172,723,45,4,247.08
2173,724,28,4,231.53
2174,724,70,4,314.44
2175,725,84,1,375.03
2176,725,24,3,175.25
2177,725,63,3,177.08
2178,725,86,4,334.99
2179,726,47,3,40.93
2180,726,70,4,324.72
2181,726,59,2,56.35
2182,727,38,1,279.73
2183,728,56,3,160.44
2184,728,65,1,483.48
2185,729,66,4,411.81
2186,729,88,2,79.44
2187,730,96,1,107.35
2188,730,100,3,267.53
2189,731,47,1,402.13
2190,731,68,2,349.91
2191,732,88,3,87.79
2192,732,80,2,321.1
2193,733,79,2,275.0
2194,733,36,4,430.56
2195,734,67,4,155.28
2196,735,18,4,239.32
2197,735,33,3,10.17
2198,735,94,3,112.29
2199,735,53,1,39.02
2200,736,21,2,245.66
2201,736,21,2,201.71
2202,737,32,4,299.79
2203,737,36,3,44.56
2204,737,16,2,447.39
2205,737,19,2,110.86
2206,738,16,3,15.28
2207,738,99,3,266.88
2208,738,57,4,123.77
2209,739,79,1,275.22
2210,739,97,4,85.3
2211,739,6,3,438.87
2212,740,60,3,65.29
2213,740,91,4,296.64
2214,740,29,4,381.65
2215,740,94,1,53.4
2216,741,86,3,128.23
2217,741,56,4,419.99
2218,741,14,4,37.76
2219,741,94,3,422.74
2220,741,82,3,453.32
2221,742,33,3,215.63
2222,742,13,3,50.72
2223,742,64,4,128.94
2224,742,86,2,299.63
2225,742,100,3,60.94
