id,cliente_id,data_pedido,status,valor_total
716,72,2025-11-04,concluido,400.93
717,338,2026-01-17,concluido,663.54
718,194,2025-11-04,concluido,1486.52
719,246,2025-09-10,concluido,824.83
720,473,2026-01-16,cancelado,1052.98
721,279,2025-05-12,concluido,1454.22
722,360,2026-01-24,cancelado,828.51
723,327,2025-12-06,cancelado,208.59
724,128,2025-11-11,concluido,564.76
725,332,2025-08-19,concluido,866.67
726,331,2025-12-19,concluido,629.45
727,386,2025-09-27,concluido,1204.54
728,55,2025-12-30,concluido,425.17
729,262,2025-12-16,concluido,859.09
730,353,2025-09-14,concluido,696.38
731,201,2026-03-10,concluido,1035.36
732,354,2025-05-12,concluido,550.2
733,13,2025-06-05,concluido,478.38
734,472,2026-02-03,devolvido,218.3
735,482,2025-06-11,concluido,555.08
736,176,2025-11-01,concluido,349.96
737,248,2025-09-04,concluido,191.55
738,370,2025-10-15,concluido,512.42
739,154,2025-08-11,concluido,1080.63
740,12,2025-12-13,concluido,989.56
741,347,2025-06-02,concluido,1398.39
742,380,2025-10-26,concluido,302.96
743,82,2025-11-20,concluido,668.24
744,237,2025-09-21,concluido,637.32
745,95,2026-03-30,concluido,1003.1
746,203,2025-08-16,concluido,940.46
747,102,2026-03-18,concluido,672.85
748,3,2025-08-02,concluido,348.39
749,386,2025-11-01,concluido,1204.21
750,296,2025-08-06,concluido,1314.37
751,96,2026-02-24,concluido,335.76
752,59,2025-08-24,concluido,1300.82
753,271,2025-09-09,devolvido,504.44
754,199,2026-01-23,concluido,901.16
755,179,2025-12-03,concluido,713.9
756,89,2025-09-16,concluido,1073.68
757,153,2026-02-16,cancelado,905.74
758,345,2026-01-08,concluido,220.9
759,157,2025-08-05,concluido,591.29
760,73,2025-11-24,concluido,656.45
761,71,2025-07-04,concluido,663.41
762,250,2025-11-06,concluido,1055.48
763,331,2025-10-30,cancelado,301.19
764,86,2025-06-24,concluido,253.43
765,162,2025-08-25,concluido,948.14
766,444,2026-01-24,concluido,63.9
767,70,2025-11-01,concluido,606.72
768,288,2026-03-27,concluido,767.71
769,351,2026-01-16,concluido,1079.71
770,228,2025-07-09,concluido,169.87
771,16,2025-08-19,concluido,369.77
772,17,2025-09-24,concluido,829.53
773,87,2025-09-22,concluido,870.19
774,396,2025-09-03,concluido,847.1
775,58,2025-04-02,concluido,438.44
776,279,2026-01-09,concluido,581.95
777,422,2025-04-15,concluido,1152.01
778,226,2025-07-21,concluido,1485.17
779,53,2025-11-19,concluido,997.82
780,127,2025-04-08,concluido,1499.0
781,231,2025-10-20,concluido,1300.19
782,45,2025-05-24,concluido,1491.24
783,398,2026-03-13,concluido,354.32
784,378,2025-07-28,concluido,558.41
785,364,2025-04-04,concluido,670.84
786,316,2025-07-27,concluido,349.6
787,106,2025-06-27,concluido,876.61
788,273,2025-06-24,concluido,831.21
789,166,2026-02-28,devolvido,474.32
790,294,2025-08-02,concluido,1294.12
791,461,2025-04-10,concluido,188.08
792,493,2026-01-26,concluido,646.81
793,31,2026-02-15,devolvido,1307.22
794,65,2025-12-25,concluido,242.4
795,75,2026-02-15,concluido,1251.3
796,390,2025-07-18,concluido,619.42
797,73,2026-03-24,concluido,439.64
798,213,2025-11-03,concluido,159.5
799,407,2025-10-17,cancelado,184.99
800,264,2025-11-04,concluido,1057.32
801,450,2025-11-09,concluido,1427.87
802,168,2026-03-27,concluido,1309.92
803,434,2025-11-09,concluido,1109.85
804,235,2025-06-01,concluido,1061.07
805,436,2025-05-08,concluido,824.92
806,112,2025-04-16,devolvido,1246.03
807,254,2025-09-27,concluido,1251.1
808,173,2025-08-18,concluido,239.36
809,437,2025-06-01,concluido,548.42
810,350,2025-05-25,concluido,116.62
811,321,2025-07-13,concluido,716.39
812,64,2025-08-22,cancelado,279.08
813,234,2026-03-13,concluido,1439.15
814,104,2025-11-14,devolvido,1368.64
815,452,2025-07-08,concluido,280.52
816,478,2025-07-01,cancelado,185.34
817,185,2025-07-10,concluido,589.17
818,463,2026-02-10,concluido,125.09
819,321,2025-07-27,concluido,1064.19
820,120,2025-05-07,concluido,182.24
821,49,2025-11-09,concluido,741.37
822,68,2025-09-04,concluido,803.19
823,228,2025-11-09,concluido,1058.62
824,419,2026-03-24,concluido,1297.49
825,356,2025-06-25,concluido,152.7
826,197,2026-01-12,concluido,1218.64
827,53,2025-05-01,concluido,1327.43
828,71,2026-01-08,concluido,1229.38
829,448,2025-08-06,concluido,1489.76
830,74,2026-02-03,concluido,866.77
831,313,2025-10-06,concluido,688.14
832,370,2025-06-08,concluido,1134.99
833,471,2025-10-08,concluido,1045.52
834,441,2026-02-16,concluido,1350.06
835,72,2026-03-17,concluido,904.88
836,197,2025-12-25,concluido,672.61
837,406,2025-12-30,concluido,451.6
838,44,2025-11-11,concluido,921.45
839,370,2026-02-14,concluido,1179.51
840,354,2026-03-20,concluido,1278.25
841,449,2025-05-09,concluido,800.74
842,261,2025-11-19,concluido,618.04
843,331,2025-12-07,concluido,1351.97
844,489,2025-07-27,concluido,609.53
845,124,2025-04-16,concluido,911.2
846,271,2026-01-10,cancelado,67.5
847,185,2026-02-09,cancelado,241.38
848,441,2025-11-11,concluido,660.25
849,280,2025-08-28,concluido,1155.95
850,489,2025-05-02,devolvido,155.84
851,301,2026-01-29,concluido,430.17
852,21,2025-04-23,cancelado,1425.59
853,204,2026-03-26,concluido,961.43
854,257,2026-01-26,concluido,664.18
855,206,2025-08-09,concluido,828.02
856,316,2025-08-15,concluido,171.22
857,41,2026-03-09,concluido,344.64
858,414,2026-02-13,concluido,523.79
859,301,2025-09-17,concluido,1260.06
860,349,2025-09-10,concluido,499.75
861,224,2026-03-29,concluido,1277.38
862,30,2026-03-05,concluido,1390.71
863,60,2025-05-18,concluido,932.81
864,159,2026-03-05,concluido,1004.18
865,90,2026-01-26,concluido,1076.46
866,360,2025-06-29,concluido,769.8
867,178,2026-01-17,concluido,1185.33
868,370,2025-12-11,concluido,589.21
869,384,2026-02-25,concluido,439.71
870,454,2025-11-21,concluido,1354.85
871,172,2026-03-28,concluido,444.37
872,33,2025-04-06,concluido,1463.82
873,322,2025-12-04,concluido,710.04
874,185,2026-01-28,concluido,1296.07
875,86,2025-12-03,concluido,419.92
876,53,2025-08-28,cancelado,1027.47
877,60,2025-04-23,concluido,787.8
878,23,2025-07-29,cancelado,67.82
879,24,2025-10-22,concluido,605.32
880,77,2025-04-17,concluido,1442.5
881,19,2025-08-04,concluido,1375.22
882,380,2025-10-28,concluido,375.55
883,128,2025-11-07,concluido,1094.42
884,139,2025-05-30,concluido,878.73
885,62,2025-08-06,concluido,1357.81
886,92,2025-10-14,concluido,797.87
887,24,2025-12-28,devolvido,149.94
888,239,2025-06-26,cancelado,1171.61
889,160,2025-05-31,concluido,851.98
890,5,2025-04-21,concluido,472.81
891,402,2025-12-19,concluido,952.94
892,238,2026-01-11,concluido,1459.19
893,396,2025-09-01,concluido,1112.07
894,280,2025-09-22,concluido,405.43
895,4,2026-01-19,cancelado,84.67
896,278,2025-11-19,concluido,1267.38
897,450,2025-11-11,concluido,535.78
898,389,2025-10-15,concluido,1281.06
899,373,2025-05-06,concluido,347.53
900,122,2025-06-27,concluido,1443.72
901,498,2025-09-16,devolvido,1081.9
902,48,2025-07-23,concluido,385.64
903,433,2026-02-01,concluido,1066.23
904,191,2025-09-02,concluido,1134.45
905,298,2025-05-29,concluido,243.6
906,420,2025-05-23,concluido,908.25
907,32,2025-08-10,concluido,1448.12
908,122,2025-05-04,concluido,1283.82
909,475,2025-10-03,concluido,1066.05
910,377,2025-11-09,concluido,706.5
911,120,2026-01-16,concluido,343.93
912,400,2025-04-21,concluido,208.01
913,55,2025-10-31,concluido,725.78
914,209,2025-09-04,concluido,569.52
915,395,2025-07-12,concluido,497.05
916,136,2025-05-05,cancelado,181.11
917,414,2025-09-03,concluido,1248.26
918,357,2025-10-13,concluido,361.78
919,439,2025-09-17,concluido,182.26
920,128,2026-01-27,devolvido,624.55
921,26,2025-12-29,concluido,427.24
922,90,2025-05-22,concluido,636.37
923,232,2026-01-22,concluido,847.68
924,49,2025-05-24,concluido,1215.65
925,72,2025-10-05,concluido,139.42
926,400,2025-11-05,devolvido,239.54
927,422,2025-06-17,concluido,1045.11
928,481,2025-10-08,concluido,894.37
929,133,2025-09-02,cancelado,158.73
930,34,2025-12-11,concluido,986.68
931,415,2025-11-09,concluido,1362.36
932,425,2025-06-17,concluido,227.67
933,483,2025-11-05,concluido,293.58
934,294,2025-11-27,concluido,1100.42
935,255,2026-01-12,concluido,1040.66
936,89,2025-10-22,concluido,1367.04
937,141,2025-07-06,concluido,1330.96
938,18,2025-07-05,concluido,944.62
939,332,2025-04-29,concluido,647.39
940,282,2025-07-14,concluido,177.2
941,197,2026-01-28,concluido,339.21
942,453,2025-09-16,concluido,411.26
943,411,2025-08-05,concluido,78.32
944,196,2025-12-23,concluido,570.71
945,279,2026-03-26,concluido,548.85
946,290,2025-11-11,concluido,613.15
947,93,2025-05-06,concluido,915.82
948,16,2025-05-15,cancelado,1178.88
949,30,2025-12-18,concluido,733.94
950,184,2025-09-09,concluido,1499.43
951,499,2025-09-13,concluido,409.39
952,124,2025-08-21,concluido,1233.61
953,470,2025-08-15,concluido,1157.87
954,486,2025-06-14,concluido,1277.43
955,409,2025-08-04,concluido,1406.05
956,433,2025-08-13,concluido,393.0
957,163,2025-11-18,concluido,1061.56
958,468,2025-12-12,concluido,1070.01
959,181,2025-04-11,cancelado,867.23
960,289,2026-01-25,cancelado,1263.21
961,415,2025-07-29,cancelado,763.73
962,159,2025-06-06,concluido,105.05
963,29,2025-08-15,concluido,367.27
964,270,2025-11-27,concluido,531.01
965,315,2026-02-15,concluido,239.21
966,368,2026-02-07,concluido,1213.52
967,445,2025-09-20,concluido,81.77
968,301,2025-11-30,concluido,255.4
969,57,2025-05-28,concluido,1297.97
970,492,2025-09-20,concluido,1071.58
971,340,2025-04-19,concluido,196.5
972,155,2026-03-26,concluido,1465.0
973,375,2026-02-13,cancelado,1198.17
974,492,2025-07-01,concluido,510.06
975,363,2025-06-18,devolvido,1055.66
976,476,2025-12-24,concluido,567.4
977,341,2025-08-25,concluido,304.26
978,158,2025-06-01,concluido,477.05
979,91,2026-01-21,concluido,1425.74
980,486,2026-01-09,concluido,1283.6
981,395,2026-02-27,devolvido,96.95
982,309,2025-05-05,concluido,1222.77
983,314,2025-05-15,concluido,870.05
984,480,2026-01-14,concluido,530.19
985,40,2025-04-23,concluido,1474.45
986,86,2025-07-05,concluido,1446.47
987,421,2025-11-29,concluido,976.7
988,454,2026-03-27,concluido,66.52
989,108,2025-05-29,concluido,148.3
990,132,2026-03-05,concluido,1094.6
991,25,2026-02-19,concluido,1112.25
992,497,2026-02-14,concluido,650.33
993,452,2025-07-22,concluido,841.73
994,52,2025-04-07,concluido,1193.66
995,296,2025-08-13,concluido,1046.38
996,84,2025-12-27,concluido,1208.83
997,18,2026-02-08,concluido,512.14
998,488,2025-05-15,concluido,545.62
999,455,2025-07-29,concluido,1111.38
1000,281,2025-09-23,cancelado,1468.16
1001,174,2025-10-01,concluido,939.78
1002,248,2025-04-10,concluido,675.42
1003,335,2025-08-08,concluido,1340.14
1004,81,2025-06-22,concluido,530.09
1005,499,2026-01-14,concluido,1060.94
1006,370,2025-10-27,cancelado,833.18
1007,339,2025-06-23,concluido,394.45
1008,26,2025-06-20,concluido,847.01
1009,252,2025-10-31,concluido,573.2
1010,219,2025-10-22,concluido,1244.65
1011,321,2026-01-18,concluido,339.53
1012,14,2025-07-11,concluido,975.38
1013,42,2025-11-01,concluido,217.49
1014,402,2025-10-06,concluido,759.19
1015,339,2025-11-29,concluido,980.71
1016,199,2026-01-10,concluido,1333.96
1017,190,2025-05-26,concluido,114.69
1018,226,2025-12-27,concluido,378.05
1019,138,2025-12-29,concluido,269.14
1020,357,2025-12-17,concluido,174.28
1021,177,2025-04-09,concluido,650.28
1022,388,2025-08-26,concluido,852.72
1023,431,2025-11-14,concluido,807.74
1024,495,2026-03-19,concluido,1307.0
1025,244,2025-12-15,concluido,391.68
1026,154,2025-10-23,concluido,1359.03
1027,366,2025-04-18,concluido,878.27
1028,265,2025-07-10,concluido,1032.43
1029,318,2025-06-07,concluido,1426.42
1030,230,2025-04-25,concluido,1477.33
1031,498,2025-07-21,concluido,329.45
1032,22,2025-06-18,concluido,1483.01
1033,223,2026-02-02,concluido,1242.72
1034,76,2025-12-28,concluido,423.94
1035,467,2025-11-27,concluido,1220.65
1036,45,2025-07-16,concluido,626.16
1037,167,2025-04-22,cancelado,803.55
1038,470,2025-09-29,cancelado,1190.5
1039,320,2025-12-12,concluido,1183.44
1040,58,2025-04-05,concluido,264.89
1041,302,2025-04-27,concluido,1449.01
1042,52,2025-08-30,cancelado,865.89
1043,52,2025-12-14,concluido,1307.84
1044,451,2025-07-16,concluido,645.79
1045,197,2025-12-15,concluido,879.43
1046,243,2026-02-26,concluido,449.35
1047,74,2026-03-22,concluido,1037.18
1048,206,2025-12-14,concluido,1339.88
1049,170,2025-08-19,concluido,121.47
1050,244,2026-03-03,cancelado,1350.7
1051,11,2025-05-13,concluido,1200.8
1052,160,2025-04-09,concluido,762.85
1053,357,2025-07-24,concluido,1460.12
1054,117,2026-03-04,concluido,1462.62
1055,227,2026-03-11,concluido,515.26
1056,374,2025-12-10,concluido,986.05
1057,97,2025-08-30,concluido,1374.48
1058,209,2025-06-30,concluido,1151.27
1059,445,2025-08-27,concluido,131.5
1060,406,2025-10-16,concluido,501.13
1061,260,2026-01-02,concluido,1181.75
1062,269,2025-05-10,cancelado,91.97
1063,99,2026-03-19,cancelado,341.05
1064,30,2025-08-02,concluido,711.85
1065,471,2025-10-07,concluido,338.71
1066,189,2026-03-04,concluido,782.43
1067,326,2025-11-19,cancelado,1037.7
1068,124,2025-10-25,concluido,911.36
1069,91,2025-05-06,devolvido,738.14
1070,283,2025-06-13,concluido,287.09
1071,458,2025-06-18,concluido,1254.76
1072,47,2025-10-13,concluido,610.52
1073,84,2025-09-26,cancelado,1180.75
1074,110,2025-11-05,cancelado,988.7
1075,347,2026-03-27,concluido,994.8
1076,263,2026-01-03,concluido,1181.44
1077,393,2025-04-10,concluido,737.44
1078,68,2025-04-17,concluido,921.66
1079,5,2025-07-07,concluido,932.1
1080,483,2026-03-26,concluido,1452.19
1081,330,2025-10-24,concluido,1348.45
1082,437,2025-07-29,concluido,415.4
1083,239,2025-08-09,concluido,804.92
1084,320,2025-10-09,concluido,198.35
1085,262,2025-09-01,devolvido,1451.4
1086,430,2026-01-16,concluido,988.65
1087,312,2025-06-01,concluido,1042.4
1088,247,2025-04-09,concluido,1483.12
1089,328,2025-08-14,concluido,451.48
1090,336,2025-12-23,concluido,1343.94
1091,153,2025-08-16,concluido,800.08
1092,124,2025-08-18,cancelado,1217.87
1093,411,2025-11-30,concluido,635.94
1094,164,2025-07-28,concluido,1095.86
1095,336,2025-07-02,concluido,478.63
1096,465,2025-10-13,concluido,613.0
1097,19,2025-07-18,concluido,1492.39
1098,418,2026-02-11,concluido,1103.5
1099,114,2025-04-26,concluido,975.55
1100,244,2025-12-01,cancelado,1024.21
1101,260,2025-07-11,concluido,296.48
1102,337,2026-03-09,cancelado,312.65
1103,50,2025-08-30,concluido,1124.33
1104,372,2026-03-13,concluido,1156.23
1105,94,2026-02-12,cancelado,1354.41
1106,336,2025-04-13,concluido,565.16
1107,382,2025-11-03,cancelado,659.69
1108,455,2025-07-19,concluido,427.81
1109,151,2025-06-28,concluido,220.78
1110,28,2025-05-30,cancelado,896.18
1111,484,2025-08-12,concluido,734.72
1112,100,2026-03-16,concluido,1307.87
1113,196,2025-09-01,concluido,649.01
1114,446,2025-12-13,cancelado,249.18
1115,103,2025-05-25,concluido,1481.43
1116,458,2025-05-06,cancelado,713.48
1117,162,2026-01-10,cancelado,311.52
1118,42,2025-08-28,concluido,965.0
1119,91,2025-10-21,concluido,134.12
1120,232,2025-12-21,concluido,1153.73
1121,87,2025-11-25,concluido,279.73
1122,403,2026-03-06,concluido,177.66
1123,315,2025-11-30,concluido,672.64
1124,220,2025-12-24,devolvido,605.81
1125,20,2025-06-29,concluido,1109.46
1126,487,2025-09-11,concluido,517.21
1127,427,2025-07-04,concluido,75.98
1128,3,2025-11-10,concluido,410.79
1129,356,2025-05-31,cancelado,502.53
1130,53,2025-09-14,concluido,903.57
1131,86,2025-08-01,concluido,116.29
1132,486,2026-03-21,concluido,1105.36
1133,306,2025-11-23,concluido,678.81
1134,352,2025-08-07,devolvido,546.96
1135,462,2025-09-23,concluido,1137.67
1136,85,2025-10-29,cancelado,1381.4
1137,207,2025-05-23,concluido,375.27
1138,68,2025-06-21,concluido,81.77
1139,259,2025-12-11,concluido,581.56
1140,334,2025-05-25,concluido,594.03
1141,328,2025-11-13,concluido,825.36
1142,25,2025-10-29,concluido,119.54
1143,56,2025-12-23,concluido,78.63
1144,354,2026-02-06,concluido,694.26
1145,64,2025-06-19,concluido,737.87
1146,79,2026-03-02,concluido,1044.32
1147,5,2025-05-25,concluido,1009.41
1148,340,2025-07-31,concluido,953.06
1149,359,2025-12-25,concluido,1254.45
1150,54,2025-12-31,concluido,945.66
1151,145,2026-03-16,concluido,204.08
1152,102,2025-10-22,concluido,1178.04
1153,426,2026-03-21,concluido,342.43
1154,361,2025-05-24,concluido,282.54
1155,281,2025-09-16,concluido,351.16
1156,478,2026-03-21,concluido,390.03
1157,7,2026-01-26,concluido,1364.98
1158,428,2025-05-28,concluido,766.45
1159,487,2025-12-12,concluido,791.97
1160,371,2026-03-30,concluido,1361.93
1161,330,2025-11-07,concluido,1483.57
1162,152,2026-03-24,concluido,122.62
1163,417,2025-06-02,concluido,107.19
1164,149,2025-08-03,concluido,1031.31
1165,219,2025-04-28,concluido,187.75
1166,389,2025-11-04,cancelado,64.02
1167,71,2025-10-25,concluido,297.24
1168,184,2026-01-06,cancelado,1434.88
1169,138,2025-05-17,cancelado,184.78
1170,418,2025-06-12,concluido,215.06
1171,205,2025-08-03,devolvido,444.16
1172,198,2026-02-22,concluido,743.46
1173,216,2026-03-09,concluido,1205.52
1174,58,2025-05-28,concluido,1103.3
1175,483,2026-01-09,concluido,200.38
1176,467,2025-04-13,concluido,1213.28
1177,348,2026-01-24,concluido,936.42
1178,399,2025-08-03,concluido,91.78
1179,351,2026-03-09,cancelado,1104.55
1180,457,2025-09-09,concluido,1384.58
1181,58,2025-09-08,cancelado,689.0
1182,33,2025-07-28,concluido,505.65
1183,361,2025-09-21,cancelado,810.99
1184,381,2026-01-16,concluido,869.27
1185,490,2026-03-30,concluido,540.54
1186,268,2026-02-15,concluido,946.45
1187,222,2026-03-15,concluido,410.44
1188,178,2025-12-05,concluido,980.04
1189,77,2026-03-30,concluido,859.6
1190,314,2026-01-13,concluido,982.93
1191,81,2025-07-17,concluido,730.47
1192,254,2025-05-31,cancelado,158.55
1193,252,2026-01-29,concluido,529.8
1194,143,2025-06-13,concluido,372.92
1195,330,2025-05-13,concluido,1234.8
1196,41,2025-05-23,concluido,1211.83
1197,230,2025-06-12,concluido,772.76
1198,162,2025-04-12,concluido,771.19
1199,335,2026-01-23,concluido,634.99
1200,19,2025-11-25,concluido,50.25
1201,47,2025-11-27,concluido,1446.6
1202,327,2025-07-14,concluido,787.09
1203,106,2025-11-23,concluido,711.5
1204,175,2025-11-08,concluido,128.7
1205,115,2025-11-25,concluido,531.36
1206,393,2025-06-30,concluido,736.04
1207,337,2025-11-19,concluido,706.17
1208,50,2025-07-01,concluido,371.53
1209,175,2025-06-30,concluido,968.81
1210,410,2025-12-24,concluido,806.88
1211,360,2025-04-12,concluido,1350.47
1212,253,2025-08-19,concluido,1089.44
1213,370,2025-05-02,concluido,418.72
1214,101,2025-12-25,concluido,1398.81
1215,202,2026-01-29,concluido,1245.6
1216,98,2025-10-04,concluido,206.26
1217,213,2025-05-24,concluido,968.2
1218,345,2025-10-14,concluido,1169.61
1219,231,2026-02-24,concluido,904.51
1220,259,2025-11-22,concluido,773.3
1221,272,2025-10-01,concluido,852.18
1222,222,2026-01-03,concluido,750.25
1223,261,2025-12-10,concluido,1369.76
1224,355,2025-08-25,concluido,1109.22
1225,66,2025-06-12,concluido,1003.41
1226,311,2026-02-26,cancelado,780.96
1227,197,2025-08-30,concluido,933.04
1228,355,2025-10-09,concluido,446.71
1229,494,2025-10-03,concluido,476.55
1230,413,2025-05-25,concluido,648.48
1231,359,2025-06-04,cancelado,792.83
1232,432,2025-06-16,concluido,1298.03
1233,365,2025-06-28,concluido,852.69
1234,112,2025-04-14,concluido,955.04
1235,149,2025-09-07,concluido,1385.73
1236,68,2026-01-23,devolvido,992.63
1237,491,2025-04-07,concluido,836.61
1238,327,2026-03-27,concluido,217.34
1239,181,2025-07-15,concluido,895.07
1240,483,2025-09-09,concluido,655.34
1241,383,2025-06-27,cancelado,824.16
1242,450,2026-01-15,concluido,1222.04
1243,268,2025-12-18,concluido,602.26
1244,28,2025-06-19,concluido,339.86
1245,385,2026-01-21,concluido,1476.12
1246,350,2025-06-20,concluido,1267.1
1247,354,2025-04-27,concluido,345.8
1248,278,2025-06-09,concluido,1230.34
1249,53,2026-03-28,concluido,1029.51
1250,288,2025-09-19,cancelado,1126.5
1251,288,2026-03-04,concluido,790.84
1252,408,2025-11-27,concluido,467.08
1253,341,2025-10-09,concluido,603.29
1254,214,2025-12-25,devolvido,1464.94
1255,161,2025-08-06,devolvido,128.01
1256,381,2026-03-04,concluido,949.81
1257,400,2025-09-26,cancelado,692.44
1258,116,2026-03-12,cancelado,1071.71
1259,332,2025-07-06,concluido,903.16
1260,379,2025-09-15,concluido,1175.41
1261,494,2025-09-06,concluido,700.78
1262,350,2026-01-28,concluido,1445.59
1263,377,2025-04-18,concluido,596.94
1264,220,2025-11-24,concluido,433.15
1265,83,2026-01-12,concluido,419.77
1266,170,2026-02-16,concluido,1409.37
1267,21,2025-08-27,concluido,517.81
1268,27,2026-01-06,concluido,956.78
1269,432,2025-08-01,concluido,761.3
1270,294,2025-09-02,concluido,155.68
1271,363,2025-11-25,concluido,368.94
1272,95,2026-04-01,concluido,1190.07
1273,82,2026-01-15,concluido,828.7
1274,48,2025-11-10,concluido,1330.93
1275,340,2025-11-18,concluido,573.16
1276,112,2025-10-27,devolvido,946.51
1277,244,2025-10-22,devolvido,1244.35
1278,333,2025-12-07,concluido,1019.96
1279,229,2026-03-08,concluido,981.28
1280,471,2025-12-31,concluido,1440.4
1281,350,2026-02-01,cancelado,602.99
1282,408,2025-04-16,cancelado,609.52
1283,277,2025-10-21,concluido,85.82
1284,265,2025-05-14,concluido,593.69
1285,412,2025-09-24,concluido,755.87
1286,152,2025-09-26,cancelado,329.14
1287,264,2026-02-17,concluido,189.14
1288,498,2026-03-08,devolvido,830.06
1289,4,2025-04-18,concluido,355.63
1290,323,2026-03-08,concluido,1304.18
1291,218,2025-07-06,concluido,348.09
1292,425,2025-10-20,concluido,1465.52
1293,397,2025-10-27,concluido,1234.29
1294,37,2025-09-02,concluido,272.94
1295,236,2026-01-12,concluido,104.94
1296,38,2025-04-17,concluido,1201.61
1297,286,2025-11-04,concluido,1241.35
1298,467,2025-08-30,concluido,612.65
1299,323,2025-10-19,concluido,508.79
1300,200,2026-01-24,concluido,825.51
1301,329,2025-12-02,concluido,141.69
1302,382,2025-04-21,concluido,1066.28
1303,38,2025-06-14,concluido,779.11
1304,149,2025-07-24,concluido,486.96
1305,45,2025-09-19,concluido,1393.7
1306,196,2025-09-03,concluido,1008.05
1307,243,2026-03-11,concluido,368.81
1308,383,2025-07-29,concluido,1206.35
1309,280,2026-01-27,concluido,969.37
1310,153,2026-02-17,concluido,1375.54
1311,408,2025-07-22,cancelado,989.51
1312,491,2025-09-28,cancelado,852.61
1313,285,2025-06-05,concluido,110.57
1314,294,2025-09-13,concluido,828.87
1315,485,2025-07-25,concluido,354.58
1316,380,2025-11-26,cancelado,548.58
1317,212,2026-03-24,cancelado,1284.62
1318,73,2025-04-23,concluido,370.14
1319,428,2025-12-25,concluido,216.2
1320,344,2025-10-19,concluido,1285.76
1321,436,2026-03-18,concluido,1485.61
1322,282,2025-05-27,concluido,847.01
1323,149,2025-09-29,concluido,413.5
1324,102,2026-02-18,concluido,756.43
1325,170,2025-12-08,concluido,1023.38
1326,121,2025-09-24,concluido,948.3
1327,461,2025-05-07,concluido,754.5
1328,169,2026-01-07,concluido,493.23
1329,300,2025-10-13,concluido,871.95
1330,414,2025-05-15,concluido,671.05
1331,3,2025-06-10,concluido,1189.21
1332,365,2026-01-29,concluido,682.38
1333,431,2025-11-15,concluido,1035.39
1334,170,2026-04-01,cancelado,721.13
1335,184,2026-03-15,concluido,756.11
1336,56,2025-12-28,concluido,929.61
1337,431,2025-10-31,concluido,1248.34
1338,457,2025-05-24,concluido,431.69
1339,454,2025-09-01,concluido,1104.77
1340,457,2025-09-09,concluido,785.41
1341,16,2025-08-05,concluido,889.41
1342,394,2025-09-24,concluido,1364.14
1343,283,2025-04-11,concluido,1346.28
1344,277,2025-06-10,concluido,1174.04
1345,188,2025-09-25,concluido,1342.58
1346,302,2025-11-17,concluido,471.95
1347,238,2026-03-16,concluido,181.3
1348,187,2026-01-03,concluido,1010.88
1349,435,2026-03-15,devolvido,1473.69
1350,351,2025-06-19,concluido,795.5
1351,229,2026-03-10,concluido,871.22
1352,290,2025-09-25,concluido,1453.22
1353,377,2025-05-07,concluido,1411.8
1354,21,2025-07-08,concluido,757.08
1355,33,2025-08-05,concluido,389.33
1356,343,2025-12-26,concluido,1366.2
1357,185,2025-12-09,concluido,1380.96
1358,452,2026-03-20,concluido,1471.86
1359,166,2026-01-03,concluido,1454.24
1360,325,2026-02-05,concluido,1260.56
1361,135,2025-06-04,concluido,876.73
1362,193,2026-01-05,concluido,579.68
1363,335,2026-01-11,cancelado,162.86
1364,129,2025-05-19,concluido,1365.5
1365,265,2025-05-07,concluido,1234.99
1366,177,2025-05-16,concluido,749.06
1367,310,2026-01-01,concluido,1328.95
1368,226,2025-09-23,concluido,161.78
1369,330,2025-12-04,concluido,267.85
1370,81,2025-08-20,concluido,1090.09
1371,61,2025-05-05,concluido,651.19
1372,170,2025-10-22,concluido,748.2
1373,246,2026-01-01,concluido,906.65
1374,332,2025-08-29,concluido,82.55
1375,23,2026-01-09,concluido,908.9
1376,69,2026-02-03,concluido,106.83
1377,294,2025-10-17,concluido,291.19
1378,473,2025-11-25,concluido,1439.45
1379,307,2025-06-03,devolvido,974.55
1380,450,2025-08-27,concluido,1009.53
1381,146,2025-11-01,cancelado,364.06
1382,311,2025-08-27,devolvido,1307.59
1383,88,2025-04-19,concluido,645.61
1384,74,2026-01-25,concluido,1239.66
1385,94,2025-06-07,concluido,790.67
1386,86,2026-03-22,concluido,546.87
1387,233,2025-08-10,concluido,149.82
1388,194,2025-11-07,concluido,207.43
1389,104,2026-03-06,concluido,1368.54
1390,351,2025-12-14,concluido,266.86
1391,50,2026-03-03,concluido,1357.33
1392,308,2025-05-30,concluido,1186.61
1393,258,2025-06-03,concluido,185.13
1394,338,2026-03-05,concluido,925.04
1395,424,2025-05-28,concluido,1409.72
1396,348,2025-06-10,concluido,806.96
1397,190,2026-01-25,cancelado,1061.58
1398,220,2026-01-03,concluido,1213.34
1399,405,2025-04-21,concluido,558.25
1400,412,2025-09-11,concluido,1154.23
1401,357,2025-07-30,concluido,666.96
1402,131,2025-07-31,concluido,387.14
1403,440,2026-01-10,concluido,917.52
1404,279,2026-01-25,concluido,324.08
1405,364,2025-09-22,concluido,60.32
1406,268,2025-07-23,concluido,60.43
1407,336,2025-12-01,concluido,1216.22
1408,210,2025-06-11,concluido,274.43
1409,334,2025-05-17,concluido,428.89
1410,275,2026-03-16,concluido,580.18
1411,142,2025-05-23,devolvido,626.31
